id,name,url
113,"Stevie Wonder",https://www.allmusic.com/artist/stevie-wonder-mn0000622805
114,"Patsy Cline",https://www.allmusic.com/artist/patsy-cline-mn0000014651
115,"Big Bill Broonzy",https://www.allmusic.com/artist/big-bill-broonzy-mn0000757873
117,"Nina Simone",https://www.allmusic.com/artist/nina-simone-mn0000411761
118,"The War and Treaty",https://www.allmusic.com/artist/the-war-and-treaty-mn0003749672
119,"FKA twigs",https://www.allmusic.com/artist/fka-twigs-mn0003145761
120,"Japanese Breakfast",https://www.allmusic.com/artist/japanese-breakfast-mn0003475118
121,"Sharon Van Etten",https://www.allmusic.com/artist/sharon-van-etten-mn0002132489
122,"Fiona Apple",https://www.allmusic.com/artist/fiona-apple-mn0000169795
123,"Karl Böhm",https://www.allmusic.com/artist/karl-b%C3%B6hm-mn0000182286
124,"Robert Craft / Edgard Varèse",https://www.allmusic.com/artist/robert-craft-mn0001792374
125,"Cecil Taylor",https://www.allmusic.com/artist/cecil-taylor-mn0000988386
126,"Royal Philharmonic Orchestra",https://www.allmusic.com/artist/royal-philharmonic-orchestra-mn0000350127
127,"Wynton Marsalis / Cristian Măcelaru / Philadelphia Orchestra",https://www.allmusic.com/artist/wynton-marsalis-mn0000961688
128,"Laurie Anderson / Kronos Quartet",https://www.allmusic.com/artist/laurie-anderson-mn0000785773
129,Actress,https://www.allmusic.com/artist/actress-mn0001399533
130,"John Surman",https://www.allmusic.com/artist/john-surman-mn0000189180
131,"Roberto Prosseda / Nir Kabaretti / London Philharmonic Orchestra",https://www.allmusic.com/artist/roberto-prosseda-mn0001656464
133,"JACK Quartet",https://www.allmusic.com/artist/jack-quartet-mn0002434177
135,Buzzcocks,https://www.allmusic.com/artist/buzzcocks-mn0000629564
136,Moby,https://www.allmusic.com/artist/moby-mn0000477116
137,"John Williams",https://www.allmusic.com/artist/john-williams-mn0000232480
138,"Shirley Caesar",https://www.allmusic.com/artist/shirley-caesar-mn0000032071
139,Wire,https://www.allmusic.com/artist/wire-mn0000672910
144,"Simon Rattle / Bavarian Radio Symphony Orchestra",https://www.allmusic.com/artist/simon-rattle-mn0000932272
145,"Tommy Castro",https://www.allmusic.com/artist/tommy-castro-mn0000613829
146,Coldplay,https://www.allmusic.com/artist/coldplay-mn0000775877
148,"Def Leppard",https://www.allmusic.com/artist/def-leppard-mn0000193320
150,"The King's Singers / Fretwork",https://www.allmusic.com/artist/the-kings-singers-mn0000929562
151,"John Williams / Berlin Philharmonic Orchestra",https://www.allmusic.com/artist/john-williams-mn0000232480
152,"Judas Priest",https://www.allmusic.com/artist/judas-priest-mn0000246611
153,"System of a Down",https://www.allmusic.com/artist/system-of-a-down-mn0000005501
154,"Vulture Feather",https://www.allmusic.com/artist/vulture-feather-mn0004403945
155,"Art d'Ecco",https://www.allmusic.com/artist/art-decco-mn0003772089
156,"Karlheinz Stockhausen",https://www.allmusic.com/artist/karlheinz-stockhausen-mn0000854925
157,"Lorin Maazel / New York Philharmonic",https://www.allmusic.com/artist/lorin-maazel-mn0002078867
159,"King Crimson",https://www.allmusic.com/artist/king-crimson-mn0000076057
160,"Wilhelm Bruckner-Ruggeberg / Lotte Lenya / Heinz Sauerbaum / Kurt Weill",https://www.allmusic.com/artist/wilhelm-bruckner-ruggeberg-mn0001657198
162,"Marc Ribot / Marc Ribot's Ceramic Dog",https://www.allmusic.com/artist/marc-ribot-mn0000674728
164,"Rufus Wainwright",https://www.allmusic.com/artist/rufus-wainwright-mn0000854854
165,"Alabaster DePlume",https://www.allmusic.com/artist/alabaster-deplume-mn0003670691
166,"Gnod / White Hills",https://www.allmusic.com/artist/gnod-mn0002479499
167,Bambara,https://www.allmusic.com/artist/bambara-mn0001073082
168,"Marios Papadopoulos / Royal Philharmonic Orchestra",https://www.allmusic.com/artist/marios-papadopoulos-mn0000917804
169,"Pat Metheny",https://www.allmusic.com/artist/pat-metheny-mn0000179698
170,"Morton Subotnick",https://www.allmusic.com/artist/morton-subotnick-mn0000857040
171,"Ryuichi Sakamoto",https://www.allmusic.com/artist/ryuichi-sakamoto-mn0000587608
172,"Vladislav Delay",https://www.allmusic.com/artist/vladislav-delay-mn0000185680
174,"Carter Burwell",https://www.allmusic.com/artist/carter-burwell-mn0000149173
175,"Massive Attack",https://www.allmusic.com/artist/massive-attack-mn0000378288
176,"Barney Kessel",https://www.allmusic.com/artist/barney-kessel-mn0000784527
178,"Aphex Twin",https://www.allmusic.com/artist/aphex-twin-mn0000493848
179,"Maurizio Pollini / Karl Böhm",https://www.allmusic.com/artist/maurizio-pollini-mn0000925983
180,"Glenn Gould / Leopold Stokowski",https://www.allmusic.com/artist/glenn-gould-mn0000803752
181,"Sviatoslav Richter",https://www.allmusic.com/artist/sviatoslav-richter-mn0000818152
182,"Keith Jarrett / Dennis Russell Davies / Saarbrucken Radio Symphony Orchestra",https://www.allmusic.com/artist/keith-jarrett-mn0000066570
186,"Boris Giltburg",https://www.allmusic.com/artist/boris-giltburg-mn0002349504
187,"Samson Tsoy",https://www.allmusic.com/artist/samson-tsoy-mn0004612885
188,"The Orb",https://www.allmusic.com/artist/the-orb-mn0000891575
189,Tortoise,https://www.allmusic.com/artist/tortoise-mn0000180023
190,"Sam Cooke",https://www.allmusic.com/artist/sam-cooke-mn0000238115
191,"Ennio Morricone",https://www.allmusic.com/artist/ennio-morricone-mn0000798662
192,"The Zombies",https://www.allmusic.com/artist/the-zombies-mn0000582313
193,"Brian Eno",https://www.allmusic.com/artist/brian-eno-mn0000617196
196,"Lee "Scratch" Perry",https://www.allmusic.com/artist/lee-scratch-perry-mn0000785380
199,Mogwai,https://www.allmusic.com/artist/mogwai-mn0000923705
204,"Nick Drake",https://www.allmusic.com/artist/nick-drake-mn0000336783
205,"Leonard Cohen",https://www.allmusic.com/artist/leonard-cohen-mn0000071209
206,"Son House",https://www.allmusic.com/artist/son-house-mn0000753094
207,Kraftwerk,https://www.allmusic.com/artist/kraftwerk-mn0000104714
211,"Everything Is Recorded",https://www.allmusic.com/artist/everything-is-recorded-mn0003633405
214,"The Beatles",https://www.allmusic.com/artist/the-beatles-mn0000754032
215,"Horace Silver / Horace Silver Quintet",https://www.allmusic.com/artist/horace-silver-mn0000267354
216,Portishead,https://www.allmusic.com/artist/portishead-mn0000301619
217,"Richard & Linda Thompson / Linda Thompson / Richard Thompson",https://www.allmusic.com/artist/richard-linda-thompson-mn0000288904
218,"Buffalo Springfield",https://www.allmusic.com/artist/buffalo-springfield-mn0000939567
219,"Elton John",https://www.allmusic.com/artist/elton-john-mn0000796734
224,"Too $hort",https://www.allmusic.com/artist/too-hort-mn0001052511
225,"Linkin Park",https://www.allmusic.com/artist/linkin-park-mn0000289599
226,GZA,https://www.allmusic.com/artist/gza-mn0000170084
227,"Louis C.K.",https://www.allmusic.com/artist/louis-ck-mn0001035974
228,"50 Cent",https://www.allmusic.com/artist/50-cent-mn0000919805
229,"MC Lyte",https://www.allmusic.com/artist/mc-lyte-mn0000220590
230,"The Isley Brothers",https://www.allmusic.com/artist/the-isley-brothers-mn0000766893
231,Ice-T,https://www.allmusic.com/artist/ice-t-mn0000072003
233,Spiritbox,https://www.allmusic.com/artist/spiritbox-mn0003976760
234,"A Day to Remember",https://www.allmusic.com/artist/a-day-to-remember-mn0000938798
235,"Ella Jenkins",https://www.allmusic.com/artist/ella-jenkins-mn0000798086
236,"Steve Reich",https://www.allmusic.com/artist/steve-reich-mn0000037658
238,"Karl Böhm / Wilhelm Furtwängler",https://www.allmusic.com/artist/karl-b%C3%B6hm-mn0000182286
243,"Alice Sara Ott",https://www.allmusic.com/artist/alice-sara-ott-mn0002232982
245,"The Counterpoints",https://www.allmusic.com/artist/the-counterpoints-mn0003902919
254,"Black Uhuru",https://www.allmusic.com/artist/black-uhuru-mn0000081683
257,Michi,https://www.allmusic.com/artist/michi-mn0004793236
259,"John Coltrane / Johnny Hartman",https://www.allmusic.com/artist/john-coltrane-mn0000175553
260,"Joni Mitchell",https://www.allmusic.com/artist/joni-mitchell-mn0000270491
261,"Sandy Denny",https://www.allmusic.com/artist/sandy-denny-mn0000245019
262,"Fred Neil",https://www.allmusic.com/artist/fred-neil-mn0000170815
263,"The Louvin Brothers",https://www.allmusic.com/artist/the-louvin-brothers-mn0000045057
265,"The Shins",https://www.allmusic.com/artist/the-shins-mn0000419102
266,"Gram Parsons",https://www.allmusic.com/artist/gram-parsons-mn0000987491
268,"Mary Chapin Carpenter",https://www.allmusic.com/artist/mary-chapin-carpenter-mn0000858375
272,"Lonnie Johnson",https://www.allmusic.com/artist/lonnie-johnson-mn0000275401
273,"Black Sabbath",https://www.allmusic.com/artist/black-sabbath-mn0000771438
275,"Ernest Tubb",https://www.allmusic.com/artist/ernest-tubb-mn0000200775
280,"Tate McRae",https://www.allmusic.com/artist/tate-mcrae-mn0003902427
285,"Elmore James",https://www.allmusic.com/artist/elmore-james-mn0000176936
287,Aerosmith,https://www.allmusic.com/artist/aerosmith-mn0000604852
289,"James Cleveland",https://www.allmusic.com/artist/james-cleveland-mn0000668448
290,"Spike Jones",https://www.allmusic.com/artist/spike-jones-mn0000744548
295,"Karl Böhm / Wiener Philharmoniker",https://www.allmusic.com/artist/karl-b%C3%B6hm-mn0000182286
296,Jay-Z,https://www.allmusic.com/artist/jay-z-mn0000224257
298,"Kanye West",https://www.allmusic.com/artist/kanye-west-mn0000361014
300,"Elvis Presley",https://www.allmusic.com/artist/elvis-presley-mn0000180228
301,"London Symphony Orchestra / John Williams",https://www.allmusic.com/artist/london-symphony-orchestra-mn0000602907
305,"Martin Owen / Rumon Gamba / BBC Philharmonic Orchestra",https://www.allmusic.com/artist/martin-owen-mn0000101790
306,clipping.,https://www.allmusic.com/artist/clipping-mn0003225062
307,"Otis Spann",https://www.allmusic.com/artist/otis-spann-mn0000486775
309,"Carly Rae Jepsen",https://www.allmusic.com/artist/carly-rae-jepsen-mn0002089077
310,"The Killers",https://www.allmusic.com/artist/the-killers-mn0000670226
311,"Kendrick Lamar",https://www.allmusic.com/artist/kendrick-lamar-mn0002709646
312,"Damu the Fudgemunk / Raw Poetic / Archie Shepp",https://www.allmusic.com/artist/damu-the-fudgemunk-mn0000985856
313,"Jimmie Vaughan",https://www.allmusic.com/artist/jimmie-vaughan-mn0000347639
314,"Stan Getz / Stan Getz Quartet",https://www.allmusic.com/artist/stan-getz-mn0000742899
315,"Television Personalities",https://www.allmusic.com/artist/television-personalities-mn0000016438
316,"Jader Bignamini / Detroit Symphony Orchestra",https://www.allmusic.com/artist/jader-bignamini-mn0003482437
318,"Ali Shaheed Muhammad / Ebo Taylor / Adrian Younge",https://www.allmusic.com/artist/ali-shaheed-muhammad-mn0000389128
322,Santana,https://www.allmusic.com/artist/santana-mn0000295756
331,"Dolly Parton",https://www.allmusic.com/artist/dolly-parton-mn0000175286
332,Parliament,https://www.allmusic.com/artist/parliament-mn0000129775
333,"Woody Shaw",https://www.allmusic.com/artist/woody-shaw-mn0000680003
335,Chicago,https://www.allmusic.com/artist/chicago-mn0000110161
336,"Leonard Bernstein",https://www.allmusic.com/artist/leonard-bernstein-mn0000239859
337,"Donald Byrd",https://www.allmusic.com/artist/donald-byrd-mn0000149946
338,"Freddie Hubbard",https://www.allmusic.com/artist/freddie-hubbard-mn0000798326
343,"Otis Redding",https://www.allmusic.com/artist/otis-redding-mn0000414251
344,"Electric Light Orchestra",https://www.allmusic.com/artist/electric-light-orchestra-mn0000163229
350,"Buena Vista Social Club",https://www.allmusic.com/artist/buena-vista-social-club-mn0000627250
353,"Kane Brown",https://www.allmusic.com/artist/kane-brown-mn0003444653
355,"Shania Twain",https://www.allmusic.com/artist/shania-twain-mn0000161808
357,"Dean Martin",https://www.allmusic.com/artist/dean-martin-mn0000813392
359,"Gerry Mulligan / Ben Webster",https://www.allmusic.com/artist/gerry-mulligan-mn0000542549
360,"Daryl Hall & John Oates",https://www.allmusic.com/artist/daryl-hall-john-oates-mn0000674887
362,"Wes Montgomery",https://www.allmusic.com/artist/wes-montgomery-mn0000248392
366,TobyMac,https://www.allmusic.com/artist/tobymac-mn0000510885
367,"Woody Guthrie",https://www.allmusic.com/artist/woody-guthrie-mn0000577531
369,"The Ventures",https://www.allmusic.com/artist/the-ventures-mn0000921965
373,"Elvis Costello",https://www.allmusic.com/artist/elvis-costello-mn0000058549
374,"Ornette Coleman",https://www.allmusic.com/artist/ornette-coleman-mn0000484396
376,Ladytron,https://www.allmusic.com/artist/ladytron-mn0000780948
377,"Franz Ferdinand",https://www.allmusic.com/artist/franz-ferdinand-mn0000172582
383,"Merle Haggard",https://www.allmusic.com/artist/merle-haggard-mn0000410219
393,"Bill Evans Trio / Bill Evans",https://www.allmusic.com/artist/bill-evans-trio-mn0000781423
394,"Milton Nascimento / Lô Borges",https://www.allmusic.com/artist/milton-nascimento-mn0000497132
395,"Amy Grant",https://www.allmusic.com/artist/amy-grant-mn0000024944
396,"Jim Reeves",https://www.allmusic.com/artist/jim-reeves-mn0000903609
405,"Fairport Convention",https://www.allmusic.com/artist/fairport-convention-mn0000162233
406,"Small Faces",https://www.allmusic.com/artist/small-faces-mn0000423267
407,"Martin Denny",https://www.allmusic.com/artist/martin-denny-mn0000311074
408,"David Bowie",https://www.allmusic.com/artist/david-bowie-mn0000531986
410,"Louis Jordan",https://www.allmusic.com/artist/louis-jordan-mn0000287604
411,"Sun Ra",https://www.allmusic.com/artist/sun-ra-mn0000924232
412,"Tori Amos",https://www.allmusic.com/artist/tori-amos-mn0000792530
414,"Joe Hisaishi / Royal Philharmonic Orchestra",https://www.allmusic.com/artist/joe-hisaishi-mn0000783330
415,"Mark Bebbington / Leon Botstein / Royal Philharmonic Orchestra",https://www.allmusic.com/artist/mark-bebbington-mn0002219980
417,"Carlo Rizzi / Arsen Soghomonyan / Krassimira Stoyanova / Royal Philharmonic Orchestra",https://www.allmusic.com/artist/carlo-rizzi-mn0000212025
418,"Daniel Barenboim / English Chamber Orchestra",https://www.allmusic.com/artist/daniel-barenboim-mn0000631790
419,"Valery Gergiev / London Symphony Orchestra",https://www.allmusic.com/artist/valery-gergiev-mn0000196621
420,"Modest Mouse",https://www.allmusic.com/artist/modest-mouse-mn0000480086
421,"Gustavo Dudamel / Los Angeles Philharmonic Orchestra",https://www.allmusic.com/artist/gustavo-dudamel-mn0001693636
424,"Nash Ensemble",https://www.allmusic.com/artist/nash-ensemble-mn0001914151
425,"Ernst Kovacic / Michael Gielen / ORF Vienna Radio Symphony Orchestra",https://www.allmusic.com/artist/ernst-kovacic-mn0001299883
426,"Sammy Davis, Jr.",https://www.allmusic.com/artist/sammy-davis-jr-mn0000294376
431,"Lester Young",https://www.allmusic.com/artist/lester-young-mn0000259529
433,"Ray Conniff",https://www.allmusic.com/artist/ray-conniff-mn0000869487
437,"Bernard Haitink / Bavarian Radio Symphony Orchestra",https://www.allmusic.com/artist/bernard-haitink-mn0000164817
438,"Steve Goodman",https://www.allmusic.com/artist/steve-goodman-mn0000032366
439,"Suzanne Ciani",https://www.allmusic.com/artist/suzanne-ciani-mn0000046345
440,"Walter Berry / Hilde Güden / Léopold Simoneau / Karl Böhm / Wiener Philharmoniker",https://www.allmusic.com/artist/walter-berry-mn0001213176
444,"Cheech & Chong",https://www.allmusic.com/artist/cheech-chong-mn0000106298
451,"T-Bone Walker",https://www.allmusic.com/artist/t-bone-walker-mn0000003829
461,"Tom Petty & the Heartbreakers / Tom Petty",https://www.allmusic.com/artist/tom-petty-the-heartbreakers-mn0000614137
470,"Guided by Voices",https://www.allmusic.com/artist/guided-by-voices-mn0000545726
473,"Joe Henderson",https://www.allmusic.com/artist/joe-henderson-mn0000139804
479,"Herbie Hancock",https://www.allmusic.com/artist/herbie-hancock-mn0000957296
485,"Caetano Veloso",https://www.allmusic.com/artist/caetano-veloso-mn0000639397
494,"Ringo Starr",https://www.allmusic.com/artist/ringo-starr-mn0000217792
496,"Karl Böhm / Berlin Philharmonic Orchestra",https://www.allmusic.com/artist/karl-b%C3%B6hm-mn0000182286
499,"Andrew Litton / Ann Murray / Royal Philharmonic Orchestra",https://www.allmusic.com/artist/andrew-litton-mn0000004874
500,"André Previn",https://www.allmusic.com/artist/andr%C3%A9-previn-mn0000030250
505,"Ichiko Aoba",https://www.allmusic.com/artist/ichiko-aoba-mn0003180348
506,"William Wei / Evan Wong",https://www.allmusic.com/artist/william-wei-mn0004736435
510,"Steve Roach",https://www.allmusic.com/artist/steve-roach-mn0000040501
512,"Paco de Lucía",https://www.allmusic.com/artist/paco-de-luc%C3%ADa-mn0000082639
513,"The Dave Brubeck Quartet / Dave Brubeck",https://www.allmusic.com/artist/the-dave-brubeck-quartet-mn0000142767
514,"Thelonious Monk Quartet / Thelonious Monk",https://www.allmusic.com/artist/thelonious-monk-quartet-mn0000491786
515,"C Duncan",https://www.allmusic.com/artist/c-duncan-mn0002998091
516,"James Brandon Lewis Trio / James Brandon Lewis",https://www.allmusic.com/artist/james-brandon-lewis-trio-mn0003622581
517,"Erik Jekabson",https://www.allmusic.com/artist/erik-jekabson-mn0000199538
520,"Mike Oldfield",https://www.allmusic.com/artist/mike-oldfield-mn0000489520
521,"The Mothers of Invention / Frank Zappa",https://www.allmusic.com/artist/the-mothers-of-invention-mn0000405522
523,Squeeze,https://www.allmusic.com/artist/squeeze-mn0000790732
524,"John Cage",https://www.allmusic.com/artist/john-cage-mn0000183867
525,"Missy Elliott",https://www.allmusic.com/artist/missy-elliott-mn0000502371
528,"The Great Learning Orchestra / Yoko Ono",https://www.allmusic.com/artist/the-great-learning-orchestra-mn0004798924
529,"Jefre Cantu-Ledesma",https://www.allmusic.com/artist/jefre-cantu-ledesma-mn0002000220
530,"Croatian Amor / Lust for Youth",https://www.allmusic.com/artist/croatian-amor-mn0003546942
532,"Joy Division",https://www.allmusic.com/artist/joy-division-mn0000290812
534,Björk,https://www.allmusic.com/artist/bj%C3%B6rk-mn0000769444
536,"Iggy Pop",https://www.allmusic.com/artist/iggy-pop-mn0000926548
537,"Laurie Anderson",https://www.allmusic.com/artist/laurie-anderson-mn0000785773
542,Nico,https://www.allmusic.com/artist/nico-mn0000868306
543,"Allan Sherman",https://www.allmusic.com/artist/allan-sherman-mn0000002273
547,"The Art Ensemble of Chicago",https://www.allmusic.com/artist/the-art-ensemble-of-chicago-mn0000600734
548,"Riccardo Muti",https://www.allmusic.com/artist/riccardo-muti-mn0000032776
549,"Gustavo Dudamel / Simón Bolívar Symphony Orchestra of Venezuela",https://www.allmusic.com/artist/gustavo-dudamel-mn0001693636
551,"Alessandro Corbelli / Alex Esposito / Vincenzo Milletarì",https://www.allmusic.com/artist/alessandro-corbelli-mn0002184323
564,Dion,https://www.allmusic.com/artist/dion-mn0000265456
567,"Glenn Gould",https://www.allmusic.com/artist/glenn-gould-mn0000803752
570,"Shawn Colvin",https://www.allmusic.com/artist/shawn-colvin-mn0000013387
574,"The Loft",https://www.allmusic.com/artist/the-loft-mn0000786652
575,Delivery,https://www.allmusic.com/artist/delivery-mn0004717443
579,"Chuck Jackson",https://www.allmusic.com/artist/chuck-jackson-mn0000103033
582,Beyoncé,https://www.allmusic.com/artist/beyonc%C3%A9-mn0000761179
586,"Annie and the Caldwells",https://www.allmusic.com/artist/annie-and-the-caldwells-mn0003126251
587,"Edith Frost",https://www.allmusic.com/artist/edith-frost-mn0000798160
607,"Howlin' Wolf",https://www.allmusic.com/artist/howlin-wolf-mn0000276085
612,Juanes,https://www.allmusic.com/artist/juanes-mn0000245250
613,"Ileana Cotrubas / Plácido Domingo / Carlos Kleiber / Sherrill Milnes",https://www.allmusic.com/artist/ileana-cotrubas-mn0000069876
614,"Sweet Honey in the Rock",https://www.allmusic.com/artist/sweet-honey-in-the-rock-mn0000044703
616,"Dave Holland / Dave Holland Quintet",https://www.allmusic.com/artist/dave-holland-mn0000585092
617,"J Balvin",https://www.allmusic.com/artist/j-balvin-mn0002385504
618,"Earth, Wind & Fire",https://www.allmusic.com/artist/earth-wind-fire-mn0000135273
619,"Stanley Turrentine",https://www.allmusic.com/artist/stanley-turrentine-mn0000012644
620,"Bad Bunny",https://www.allmusic.com/artist/bad-bunny-mn0003595289
627,"Queens of the Stone Age",https://www.allmusic.com/artist/queens-of-the-stone-age-mn0000376422
628,Nirvana,https://www.allmusic.com/artist/nirvana-mn0000357406
629,AC/DC,https://www.allmusic.com/artist/ac-dc-mn0000574772
630,"Bo Diddley",https://www.allmusic.com/artist/bo-diddley-mn0000055128
635,"Deep Sea Diver",https://www.allmusic.com/artist/deep-sea-diver-mn0003178300
636,"Harry Styles",https://www.allmusic.com/artist/harry-styles-mn0002854537
637,"Joe Hisaishi",https://www.allmusic.com/artist/joe-hisaishi-mn0000783330
638,µ-Ziq,https://www.allmusic.com/artist/%C2%B5-ziq-mn0000510042
639,"Tierra Whack",https://www.allmusic.com/artist/tierra-whack-mn0003604268
640,Caribou,https://www.allmusic.com/artist/caribou-mn0000609590
642,"The Monochrome Set",https://www.allmusic.com/artist/the-monochrome-set-mn0000475980
643,"Pearl & the Oysters",https://www.allmusic.com/artist/pearl-the-oysters-mn0003783836
645,"Randy Newman",https://www.allmusic.com/artist/randy-newman-mn0000394806
649,"Ultramagnetic MC's",https://www.allmusic.com/artist/ultramagnetic-mcs-mn0000181299
661,Ghost,https://www.allmusic.com/artist/ghost-mn0002616588
666,"Eric Church",https://www.allmusic.com/artist/eric-church-mn0000632233
667,"Little Walter",https://www.allmusic.com/artist/little-walter-mn0000824599
